Rank,Order,Family,Species,Common names,GE Score,ED Score,EDGE Score,Conservation Attention,Region,Countries,Relevant Global Programme,IUCN Red List link
4199,,,Artibeus lituratus,Great Fruit-eating Bat,LC,3.968412214,1.603100315,,,,,
4200,,,Thomasomys cinereiventer,Ashy-bellied Oldfield Mouse,LC,3.960110545,1.601428028,,,,,
4201,,,Thomasomys erro,,LC,3.960110545,1.601428028,,,,,
4202,,,Oligoryzomys fulvescens,Fulvous Pygmy Rice Rat,LC,3.959308178,1.601266251,,,,,
4203,,,Oligoryzomys flavescens,Yellow Pygmy Rice Rat,LC,3.954545492,1.600305436,,,,,
4204,,,Sciurus anomalus,"Caucasian Squirrel, Persian Squirrel",LC,3.940970539,1.597561777,,,,,
4205,,,Myotis rosseti,Thick-thumbed Myotis,LC,3.936474694,1.596651452,,,,,
4206,,,Myodes rutilus,Northern Red-backed Vole,LC,3.933643259,1.596077713,,,,,
4207,,,Oligoryzomys destructor,Destructive Pygmy Rice Rat,LC,3.92361336,1.594042684,,,,,
4208,,,Alopex lagopus,"Arctic Fox, Polar Fox",LC,3.911300991,1.591538874,,,,,
4209,,,Rattus pyctoris,"Himalayan Rat, Turkestan Rat",LC,3.906738342,1.590609432,,,,,
4210,,,Semnopithecus dussumieri,"Southern Plains Gray Langur, Dussumier's Malabar Langur, Dussumier's Sacred Langur",LC,3.906374282,1.590535234,,,,,
4211,,,Oligoryzomys longicaudatus,Long-tailed Pygmy Rice Rat,LC,3.903239808,1.589896172,,,,,
4212,,,Myodes rex,Hokkaido Red-backed Vole,LC,3.896959146,1.58861443,,,,,
4213,,,Myodes rufocanus,"Grey Red-backed Vole, Gray Red-backed Vole",LC,3.896959146,1.58861443,,,,,
4214,,,Acomys percivali,Percival's Spiny Mouse,LC,3.894635818,1.588139874,,,,,
4215,,,Sciurus aureogaster,"Bushy-tailed Olingo, Red-bellied Squirrel",LC,3.881696127,1.585492726,,,,,
4216,,,Oecomys auyantepui,,LC,3.881139961,1.585378791,,,,,
4217,,,Oligoryzomys chacoensis,Chacoan Pygmy Rice Rat,LC,3.880334738,1.585213811,,,,,
4218,,,Oligoryzomys nigripes,"Black-footed Pygmy Rice Rat, Delta Pygmy Rice Rat",LC,3.873649374,1.583843015,,,,,
4219,,,Semnopithecus schistaceus,"Nepal Gray Langur, Central Himalayan Langur",LC,3.868647283,1.582816133,,,,,
4220,,,Nanger granti,Grant's Gazelle,LC,3.868079238,1.582699452,,,,,
4221,,,Thomasomys taczanowskii,Taczanowski's Oldfield Mouse,LC,3.862127936,1.581476189,,,,,
4222,,,Rattus tanezumi,"Oriental House Rat, Tanezumi Rat",LC,3.859121773,1.580857716,,,,,
4223,,,Rattus everetti,Philippine Forest Rat,LC,3.858321447,1.580692997,,,,,
4224,,,Spermophilus franklinii,Franklin's Ground Squirrel,LC,3.85714001,1.580449789,,,,,
4225,,,Rattus argentiventer,"Ricefield Rat, Rice-field Rat",LC,3.85663537,1.580345887,,,,,
4226,,,Oecomys catherinae,,LC,3.850534246,1.579088853,,,,,
4227,,,Oecomys trinitatis,"Long-furred Rice Rat, Trinidad Arboreal Rice Rat",LC,3.850534246,1.579088853,,,,,
4228,,,Microtus schidlovskii,Schidlovsky Pine Vole,LC,3.848677947,1.57870608,,,,,
4229,,,Microtus socialis,Social Vole,LC,3.848677947,1.57870608,,,,,
4230,,,Oligoryzomys eliurus,Brazilian Pygmy Rice Rat,LC,3.842136469,1.577356043,,,,,
4231,,,Microtus paradoxus,Kopetdag Pine Vole,LC,3.841115763,1.577145224,,,,,
4232,,,Oligoryzomys vegetus,Sprightly Pygmy Rice Rat,LC,3.84004186,1.576923369,,,,,
4233,,,Oligoryzomys delticola,Delta Pygmy Rice Rat,LC,3.839758116,1.576864743,,,,,
4234,,,Myodes shanseius,"Shanxi Red-backed Vole, Shansei Vole",LC,3.825929985,1.574003459,,,,,
4235,,,Thomasomys oreas,Montane Oldfield Mouse,LC,3.825918468,1.574001073,,,,,
4236,,,Epomophorus wahlbergi,Wahlberg's Epauletted Fruit Bat,LC,3.823510224,1.573501925,,,,,
4237,,,Cephalophus nigrifrons,Black-fronted Duiker,LC,3.818157572,1.572391609,,,,,
4238,,,Cephalophus rufilatus,Red-flanked Duiker,LC,3.818157572,1.572391609,,,,,
4239,,,Rattus osgoodi,"Osgood's Vietnamese Rat, Osgood's Rat",LC,3.800631475,1.568747467,,,,,
4240,,,Caryomys eva,"Eva's Red-backed Vole, Eva's Vole, Gansu Vole, Ganzu Vole, Taozhou Vole",LC,3.79572811,1.567725545,,,,,
4241,,,Myotis blythii,"Lesser Mouse-eared Bat, Lesser Mouse-eared Myotis",LC,3.790186773,1.566569403,,,,,
4242,,,Sciurus aberti,Abert's Squirrel,LC,3.788849038,1.566290098,,,,,
4243,,,Caryomys inez,"Inez's Red-backed Vole, Inez's Vole, Kolan Vole",LC,3.788046447,1.566122488,,,,,
4244,,,Acomys spinosissimus,Spiny Mouse,LC,3.786016309,1.565698397,,,,,
4245,,,Eothenomys proditor,"Yulongxuen Red-backed Vole, Yulong Chinese Vole, Yulongxuen Chinese Vole, Yulungshan Vole",LC,3.777611572,1.56394075,,,,,
4246,,,Sciurus lis,Japanese Squirrel,LC,3.771851982,1.562734486,,,,,
4247,,,Myodes regulus,"Southern Red-backed Vole, Korean Red-backed Vole, Royal Vole",LC,3.761507607,1.560564342,,,,,
4248,,,Ammospermophilus harrisii,Harris's Antelope Squirrel,LC,3.75203947,1.558573888,,,,,
4249,,,Ammospermophilus leucurus,"White-tailed Antelope Sqirrel, White-tailed Antelope Squirrel",LC,3.750429114,1.558234954,,,,,
4250,,,Thomasomys silvestris,Forest Oldfield Mouse,LC,3.740663704,1.556177148,,,,,
4251,,,Sciurus variegatoides,Variegated Squirrel,LC,3.740539293,1.556150904,,,,,
4252,,,Oligoryzomys griseolus,Grayish Pygmy Rice Rat,LC,3.737730539,1.555558232,,,,,
4253,,,Rattus losea,"Losea Rat, Lesser Rice-field Rat",LC,3.73666009,1.555332265,,,,,
4254,,,Rattus hoffmanni,"Hoffmann's Sulawesi Rat, Hoffmann's Rat",LC,3.73547109,1.555081213,,,,,
4255,,,Acomys wilsoni,Wilson's Spiny Mouse,LC,3.730735233,1.554080631,,,,,
4256,,,Akodon sylvanus,Forest Grass Mouse,LC,3.727336623,1.553361962,,,,,
4257,,,Acomys russatus,Golden Spiny Mouse,LC,3.726695094,1.553226247,,,,,
4258,,,Acomys subspinosus,Cape Spiny Mouse,LC,3.724427852,1.552746464,,,,,
4259,,,Cynomys leucurus,"Stripe-necked Mongoose, White-tailed Prairie Dog",LC,3.721981124,1.552228441,,,,,
4260,,,Ammospermophilus interpres,Texas Antelope Squirrel,LC,3.697919531,1.547119758,,,,,
4261,,,Eothenomys custos,"Southwest China Red-backed Vole, Southwest China Vole",LC,3.664828021,1.540050968,,,,,
4262,,,Epomops franqueti,Franquet's Epauletted Fruit Bat,LC,3.664654463,1.540013761,,,,,
4263,,,Canis mesomelas,"Black-backed Jackal, Chacal À Chabraque, Silver-backed Jackal",LC,3.663512913,1.539769008,,,,,
4264,,,Rattus baluensis,"Kinabalu Rat, Summit Rat",LC,3.659769402,1.538965962,,,,,
4265,,,Oecomys phaeotis,Dusky Arboreal Rice Rat,LC,3.655217299,1.53798859,,,,,
4266,,,Acomys ignitus,Fiery Spiny Mouse,LC,3.653728156,1.537668652,,,,,
4267,,,Acomys mullah,Mullah Spiny Mouse,LC,3.653157644,1.537546052,,,,,
4268,,,Spermophilus fulvus,Yellow Ground Squirrel,LC,3.648247897,1.536490352,,,,,
4269,,,Akodon cursor,"Cursor Grass Mouse, Cusorial Akodont",LC,3.642868192,1.53533232,,,,,
4270,,,Akodon montensis,Montane Akodont,LC,3.642868192,1.53533232,,,,,
4271,,,Epomops buettikoferi,Buettikofer's Epauletted Fruit Bat,LC,3.628302735,1.532190221,,,,,
4272,,,Mico manicorensis,Manicoré Marmoset,LC,3.625766488,1.531642084,,,,,
4273,,,Mico mauesi,Maués Marmoset,LC,3.625766488,1.531642084,,,,,
4274,,,Mico saterei,Sateré Marmoset,LC,3.625766488,1.531642084,,,,,
4275,,,Epomops dobsonii,Dobson's Fruit Bat,LC,3.625372334,1.531556872,,,,,
4276,,,Dobsonia crenulata,Halmahera Naked-backed Fruit Bat,LC,3.609870357,1.528199734,,,,,
4277,,,Dobsonia viridis,Greenish Naked-backed Fruit Bat,LC,3.609870357,1.528199734,,,,,
4278,,,Acomys kempi,Kemp's Spiny Mouse,LC,3.598330417,1.525693285,,,,,
4279,,,Oecomys flavicans,Yellow Arboreal Rice Rat,LC,3.590229826,1.523930094,,,,,
4280,,,Myotis myotis,"Greater Mouse-eared Bat, Large Mouse-eared Bat, Mouse-eared Bat, Mouse-eared Myotis",LC,3.586717544,1.523164636,,,,,
4281,,,Vulpes macrotis,"Kit Fox, Desert Fox",LC,3.568916036,1.519275986,,,,,
4282,,,Vulpes velox,Swift Fox,LC,3.568916036,1.519275986,,,,,
4283,,,Canis adustus,Side-striped Jackal,LC,3.568733385,1.519236008,,,,,
4284,,,Canis aureus,"Golden Jackal, Asiatic Jackal, Common Jackal",LC,3.568733385,1.519236008,,,,,
4285,,,Vulpes rueppellii,"Rüppell's Fox, Rueppell's Fox, Rüeppell's Fox, Rüppel's Fox, Rüppell's Sand Fox, Rüppell's Sand Fox, Sand Fox",LC,3.560572771,1.517448223,,,,,
4286,,,Vulpes vulpes,"Red Fox, Cross Fox, Silver Fox",LC,3.560572771,1.517448223,,,,,
4287,,,Myotis chinensis,Large Myotis,LC,3.559014562,1.517106495,,,,,
4288,,,Vulpes corsac,"Corsac Fox, Corsac",LC,3.557949386,1.516872826,,,,,
4289,,,Vulpes ferrilata,"Tibetan Fox, Sand Fox, Tibetan Sand Fox",LC,3.557949386,1.516872826,,,,,
4290,,,Oecomys bicolor,Bicolored Arboreal Rice Rat,LC,3.557593203,1.516794678,,,,,
4291,,,Oecomys speciosus,Arboreal Rice Rat,LC,3.557274515,1.516724751,,,,,
4292,,,Eothenomys olitor,"Black-eared Red-backed Vole, Black-eared Chinese Vole, Chaotung Vole",LC,3.549242948,1.514960834,,,,,
4293,,,Sciurus colliaei,Collie's Squirrel,LC,3.525698309,1.509771888,,,,,
4294,,,Eothenomys miletus,"Yunnan Red-backed Vole, Large Oriental Vole, Yunnan Chinese Vole",LC,3.525685487,1.509769055,,,,,
4295,,,Eothenomys cachinus,"Kachin Red-backed Vole, Kachin Chinese Vole",LC,3.515317775,1.507475566,,,,,
4296,,,Oecomys rutilus,Red Arboreal Rice Rat,LC,3.507281758,1.505694257,,,,,
4297,,,Cynomys ludovicianus,"Arizona Black-tailed Prairie Dog, Black-tailed Prairie Dog",LC,3.506488821,1.505518318,,,,,
4298,,,Spermophilus tridecemlineatus,"Big Horn Thirteen-lined Ground Squirrel, Spotted Skunk, Thirteen-lined Ground Squirrel",LC,3.503670384,1.504892705,,,,,
4299,,,Eothenomys melanogaster,"Père David's Vole, Pére David's Vole",LC,3.494951942,1.502954976,,,,,
4300,,,Oecomys roberti,Robert's Arboreal Rice Rat,LC,3.491412028,1.502167135,,,,,
4301,,,Dobsonia anderseni,Andersen's Bare-backed Fruit Bat,LC,3.486077373,1.500978684,,,,,
4302,,,Spermophilus parryii,Arctic Ground Squirrel,LC,3.482705417,1.500226752,,,,,
4303,,,Dobsonia moluccensis,Moluccan Naked-backed Fruit Bat,LC,3.463670151,1.495971331,,,,,
4304,,,Eothenomys chinensis,"Sichuan Red-backed Vole, Pratt's Oriental Vole, Pratt's Vole, Sichuan Chinese Vole",LC,3.451271687,1.493189828,,,,,
4305,,,Oecomys mamorae,Mamore Arboreal Rice Rat,LC,3.437812539,1.490161584,,,,,
4306,,,Oecomys concolor,"Unicolored Rice Rat, Unicolored Arboreal Rice Rat",LC,3.436137092,1.489783973,,,,,
4307,,,Spermophilus beecheyi,California Ground Squirrel,LC,3.429338828,1.488250324,,,,,
4308,,,Oecomys superans,Foothill Arboreal Rice Rat,LC,3.425994014,1.487494889,,,,,
4309,,,Myotis melanorhinus,Dark-nosed Small-footed Myotis,LC,3.422355168,1.486672398,,,,,
4310,,,Myotis ciliolabrum,Western Small-footed Myotis,LC,3.420189145,1.486182488,,,,,
4311,,,Callithrix jacchus,"Common Marmoset, White-tufted-ear Marmoset",LC,3.406815146,1.483152239,,,,,
4312,,,Callithrix penicillata,"Black-pencilled Marmoset, Black-tufted-ear Marmoset",LC,3.406815146,1.483152239,,,,,
4313,,,Callithrix geoffroyi,"Geoffroy's Tufted-ear Marmoset, Geoffroy's Marmoset, Geoffroy's Tufted-ear Marmoset, White-faced Marmoset, White-fronted Marmoset",LC,3.405671424,1.482892671,,,,,
4314,,,Myotis leibii,Eastern Small-footed Myotis,LC,3.400383109,1.481691607,,,,,
4315,,,Oecomys rex,King Arboreal Rice Rat,LC,3.399412827,1.481471084,,,,,
4316,,,Rhinolophus stheno,Lesser Brown Horseshoe Bat,LC,3.387034931,1.478653585,,,,,
4317,,,Spermophilus major,Russet Ground Squirrel,LC,3.379336286,1.47689718,,,,,
4318,,,Rhinolophus pearsonii,Pearson's Horseshoe Bat,LC,3.3791726,1.476859802,,,,,
4319,,,Marmota broweri,Alaska Marmot,LC,3.37717748,1.476404106,,,,,
4320,,,Marmota marmota,Alpine Marmot,LC,3.37717748,1.476404106,,,,,
4321,,,Rhinolophus thomasi,Thomas's Horseshoe Bat,LC,3.339071499,1.467660385,,,,,
4322,,,Pseudalopex vetulus,"Hoary Fox, Hoary Zorro, Small-toothed Dog",LC,3.338245655,1.467470039,,,,,
4323,,,Rhinolophus malayanus,Malayan Horseshoe Bat,LC,3.322415011,1.463814276,,,,,
4324,,,Rhinolophus shameli,Shamel's Horseshoe Bat,LC,3.318640599,1.462940677,,,,,
4325,,,Canis latrans,"Coyote, American Jackal, Brush Wolf, Prairie Wolf",LC,3.309152245,1.46074119,,,,,
4326,,,Sciurus granatensis,Red-tailed Squirrel,LC,3.301574567,1.458981134,,,,,
4327,,,Rhinolophus paradoxolophus,Bourret's Horseshoe Bat,LC,3.29727249,1.457980517,,,,,
4328,,,Canis lupus,"Grey Wolf, Arctic Wolf, Common Wolf, Gray Wolf, Mexican Wolf, Plains Wolf, Timber Wolf, Tundra Wolf",LC,3.295050397,1.457463289,,,,,
4329,,,Rhinolophus hildebrandti,Hildebrandt's Horseshoe Bat,LC,3.292066393,1.456768294,,,,,
4330,,,Rhinolophus arcuatus,Arcuate Horseshoe Bat,LC,3.290166697,1.456325589,,,,,
4331,,,Rhinolophus darlingi,Darling's Horseshoe Bat,LC,3.289737282,1.456225491,,,,,
4332,,,Mico melanurus,Black-tailed Marmoset,LC,3.285491746,1.455235305,,,,,
4333,,,Rhinolophus rex,King Horseshoe Bat,LC,3.276707759,1.453183498,,,,,
4334,,,Rhinolophus euryotis,"New Guinea Horseshoe Bat, Broad-eared Horseshoe Bat",LC,3.275251443,1.452842918,,,,,
4335,,,Dobsonia exoleta,Sulawesi Naked-backed Fruit Bat,LC,3.273530311,1.452440256,,,,,
4336,,,Dobsonia peronii,Western Naked-backed Fruit Bat,LC,3.269528506,1.451503401,,,,,
4337,,,Rhinolophus marshalli,Marshall's Horseshoe Bat,LC,3.268055785,1.451158404,,,,,
4338,,,Dobsonia praedatrix,"Bismarck Bare-backed Fruit Bat, New Britain Bare-backed Fruit Bat, New Britain Naked-backed Fruit Bat",LC,3.264143315,1.450241297,,,,,
4339,,,Sciurus alleni,Allen's Squirrel,LC,3.260267133,1.449331866,,,,,
4340,,,Rhinolophus inops,Philippine Forest Horseshoe Bat,LC,3.259218782,1.449085759,,,,,
4341,,,Dobsonia inermis,"Solomons Bare-backed Fruit Bat, Solomon's Naked-backed Fruit Bat",LC,3.25620407,1.4483777,,,,,
4342,,,Mico intermedius,Aripuanã Marmoset,LC,3.250975977,1.447148598,,,,,
4343,,,Microsciurus mimulus,Western Dwarf Squirrel,LC,3.249933113,1.446903245,,,,,
4344,,,Rhinolophus ferrumequinum,Greater Horseshoe Bat,LC,3.248928354,1.446666799,,,,,
4345,,,Rhinolophus coelophyllus,Croslet Horseshoe Bat,LC,3.247732125,1.446385223,,,,,
4346,,,Dobsonia beauforti,"Beaufort's Bare-backed Fruit Bat, Beaufort's Naked-backed Fruit Bat",LC,3.242043998,1.445045228,,,,,
4347,,,Spermophilus dauricus,Daurian Ground Squirrel,LC,3.234051547,1.443159347,,,,,
4348,,,Spermophilus spilosoma,"Spotted Ground Squirrel, Striped Skunk",LC,3.234051547,1.443159347,,,,,
4349,,,Rhinolophus denti,Dent's Horseshoe Bat,LC,3.233273896,1.442975664,,,,,
4350,,,Rhinolophus yunanensis,Dobson's Horseshoe Bat,LC,3.222878156,1.440516923,,,,,
4351,,,Rhinolophus virgo,Yellow-faced Horseshoe Bat,LC,3.210739178,1.437638209,,,,,
4352,,,Rhinolophus hipposideros,Lesser Horseshoe Bat,LC,3.210133762,1.43749442,,,,,
4353,,,Rhinolophus alcyone,Halcyon Horseshoe Bat,LC,3.207879547,1.43695885,,,,,
4354,,,Rhinolophus capensis,Cape Horseshoe Bat,LC,3.203621198,1.435946344,,,,,
4355,,,Dobsonia minor,"Lesser Bare-backed Fruit Bat, Lesser Naked-backed Fruit Bat",LC,3.195409234,1.433990888,,,,,
4356,,,Chrotomys whiteheadi,"Montane Chrotomys, Luzon Montane Striped Shrew-rat, Luzon Striped Rat",LC,3.193361137,1.433502593,,,,,
4357,,,Mico argentatus,Silvery Marmoset,LC,3.182340908,1.430871116,,,,,
4358,,,Marmota flaviventris,Yellow-bellied Marmot,LC,3.182238313,1.430846585,,,,,
4359,,,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,LC,3.166348985,1.427040109,,,,,
4360,,,Rhinolophus trifoliatus,Trefoil Horseshoe Bat,LC,3.159033549,1.425282727,,,,,
4361,,,Rhinolophus simulator,Bushveld Horseshoe Bat,LC,3.155453026,1.424421454,,,,,
4362,,,Spermophilus armatus,Uinita Ground Squirrel,LC,3.137319354,1.420048079,,,,,
4363,,,Spermophilus richardsonii,Richardson's Ground Squirrel,LC,3.137319354,1.420048079,,,,,
4364,,,Marmota caudata,"Collared Mongoose, Long-tailed Marmot",LC,3.129661201,1.41819537,,,,,
4365,,,Rhinolophus eloquens,Eloquent Horseshoe Bat,LC,3.12326379,1.416645032,,,,,
4366,,,Gazella bennettii,"Chinkara, Indian Gazelle",LC,3.114293048,1.414467021,,,,,
4367,,,Rhinolophus affinis,"Intermediate Horseshoe Bat, Intermediat Horseshoe Bat",LC,3.101926352,1.411456705,,,,,
4368,,,Sciurus griseus,Western Gray Squirrel,LC,3.092545589,1.40916717,,,,,
4369,,,Rhinolophus blasii,Blasius's Horseshoe Bat,LC,3.087536047,1.407942355,,,,,
4370,,,Rhinolophus acuminatus,"Accuminate Horseshoe Bat, Acuminate Horseshoe Bat",LC,3.082241352,1.406646189,,,,,
4371,,,Rhinolophus megaphyllus,"Eastern Horseshoe Bat, Smaller Horseshoe Bat",LC,3.080044233,1.40610783,,,,,
4372,,,Marmota baibacina,"Altai Marmot, Gray Marmot, Grey Marmot",LC,3.078281637,1.405675732,,,,,
4373,,,Marmota bobak,Bobak Marmot,LC,3.078281637,1.405675732,,,,,
4374,,,Mus phillipsi,"Wroughton's Small Spiny Mouse, Phillips's Mouse",LC,3.053170725,1.39949947,,,,,
4375,,,Mus platythrix,"Brown Spiny Mouse, Flat-haired Mouse",LC,3.041753157,1.396678548,,,,,
4376,,,Rhinolophus fumigatus,Rüppell's Horseshoe Bat,LC,3.040670088,1.396410542,,,,,
4377,,,Rhinolophus swinnyi,Swinny's Horseshoe Bat,LC,3.037549417,1.395637928,,,,,
4378,,,Mus saxicola,"Brown Spiny Mouse, Rock-loving Mouse",LC,3.033424736,1.394615825,,,,,
4379,,,Mus shortridgei,"Shortridge's Mouse, Shortridge's Mouse",LC,3.021466561,1.391646652,,,,,
4380,,,Spermophilus columbianus,Columbian Ground Squirrel,LC,3.014666403,1.389954256,,,,,
4381,,,Spermophilus undulatus,Long-tailed Ground Squirrel,LC,3.014666403,1.389954256,,,,,
4382,,,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Grey Squirrel, Honey Badger",LC,3.003288607,1.387116175,,,,,
4383,,,Sciurus niger,"Bryant's Fox Squirrel, Delmarva Fox Squirrel, Eastern Fox Squirrel, Fox Squirrel",LC,3.003288607,1.387116175,,,,,
4384,,,Epomophorus minimus,East African Epauletted Fruit Bat,LC,2.942073492,1.371706852,,,,,
4385,,,Pseudalopex griseus,"Argentine Gray Fox, Grey Zorro, South American Grey Fox",LC,2.936270142,1.37023361,,,,,
4386,,,Sciurus oculatus,Peters's Squirrel,LC,2.868388119,1.352837914,,,,,
4387,,,Pseudalopex gymnocercus,"Pampas Fox, Azara's Fox, Azara's Zorro, Azara's Fox",LC,2.856731824,1.349820147,,,,,
4388,,,Rousettus aegyptiacus,"Egyptian Fruit Bat, Egyptian Rousette",LC,2.847896872,1.347526732,,,,,
4389,,,Pseudalopex culpaeus,"Culpeo, Andean Fox",LC,2.844044765,1.346525136,,,,,
4390,,,Akodon dolores,"Córdoba Akodont, Dolorous Grass Mouse",LC,2.841468411,1.345854692,,,,,
4391,,,Rousettus celebensis,Sulawesi Rousette,LC,2.827788203,1.342287144,,,,,
4392,,,Akodon simulator,"Gray-bellied Grass Mouse, Gray-ellied Grass Mouse",LC,2.826376116,1.341918171,,,,,
4393,,,Rousettus leschenaultii,"Leschenault's Rousette, Leschenault's Rousette, Shortridge's Rousette",LC,2.809837022,1.337586412,,,,,
4394,,,Akodon molinae,Molina's Grass Mouse,LC,2.803739061,1.335984546,,,,,
4395,,,Rousettus amplexicaudatus,"Geoffroy's Rousette, Common Rousette",LC,2.795449882,1.33380295,,,,,
4396,,,Akodon dayi,Day's Grass Mouse,LC,2.74457243,1.32030744,,,,,
4397,,,Marmota camtschatica,Black-capped Marmot,LC,2.735590226,1.317905832,,,,,
4398,,,Marmota himalayana,"Himalayan Marmot, Karakoram Marmot",LC,2.735590226,1.317905832,,,,,
4399,,,Epomophorus labiatus,Ethiopian Epauletted Fruit Bat,LC,2.734030179,1.317488127,,,,,
4400,,,Epomophorus crypturus,Peters's Epauletted Fruit Bat,LC,2.727206756,1.315659094,,,,,
4401,,,Epomophorus gambianus,Gambian Epauletted Fruit Bat,LC,2.727206756,1.315659094,,,,,
4402,,,Spermophilus pygmaeus,Little Ground Squirrel,LC,2.707140031,1.310260698,,,,,
4403,,,Rhinolophus rouxii,Rufous Horseshoe Bat,LC,2.706832432,1.31017772,,,,,
4404,,,Rhinolophus sinicus,"Chinese Horseshoe Bat, Chinese Rufous Horseshoe Bat, Little Nepalese Horseshoe Bat",LC,2.706832432,1.31017772,,,,,
4405,,,Lundomys molitor,"Lund's Amphibious Rat, Greater Marsh Rat, Lund's Amphibious Rat",LC,2.693095906,1.306465105,,,,,
4406,,,Akodon toba,Chaco Grass Mouse,LC,2.692372274,1.306269144,,,,,
4407,,,Holochilus sciureus,Marsh Rat,LC,2.691260206,1.305967919,,,,,
4408,,,Holochilus brasiliensis,Web-footed Marsh Rat,LC,2.680954248,1.303172025,,,,,
4409,,,Holochilus chacarius,Chaco Marsh Rat,LC,2.67615551,1.301867508,,,,,
4410,,,Rhinolophus creaghi,Creagh's Horseshoe Bat,LC,2.671015041,1.300468202,,,,,
4411,,,Rhinolophus celebensis,Sulawesi Horseshoe Bat,LC,2.657132381,1.296679338,,,,,
4412,,,Rhinolophus borneensis,Bornean Horseshoe Bat,LC,2.611994275,1.284260051,,,,,
4413,,,Rhinolophus macrotis,Big-eared Horseshoe Bat,LC,2.596898672,1.280071994,,,,,
4414,,,Rhinolophus siamensis,Thai Horseshoe Bat,LC,2.596898672,1.280071994,,,,,
4415,,,Rhinolophus philippinensis,Large-eared Horseshoe Bat,LC,2.578254531,1.27487512,,,,,
4416,,,Spermophilus adocetus,Tropical Ground Squirrel,LC,2.551003808,1.267230326,,,,,
4417,,,Rhinolophus luctus,"Great Woolly Horsehoe Bat, Woolly Horseshoe Bat",LC,2.549238455,1.266733061,,,,,
4418,,,Rhinolophus beddomei,"Beddome's Horseshoe Bat, Lesser Woolly Horseshoe Bat",LC,2.531251546,1.261652354,,,,,
4419,,,Rhinolophus bocharicus,Bokhara Horseshoe Bat,LC,2.462652259,1.242034844,,,,,
4420,,,Rhinolophus clivosus,Geoffroy's Horseshoe Bat,LC,2.443635544,1.236527758,,,,,
4421,,,Rhinolophus landeri,Lander's Horseshoe Bat,LC,2.428666718,1.232171474,,,,,
4422,,,Spermophilus beldingi,"Belding's Ground Squirell, Belding's Ground Squirrel",LC,2.413408419,1.227711328,,,,,
4423,,,Spermophilus mollis,"Piute Ground Squirrel, Great Basin Ground Squirrel",LC,2.405709936,1.225453416,,,,,
4424,,,Marmota caligata,"Hoary Marmot, Montague Island Hoary Marmot",LC,2.37766952,1.217185981,,,,,
4425,,,Marmota olympus,Olympic Marmot,LC,2.356649892,1.210943421,,,,,
4426,,,Sciurus igniventris,Northern Amazon Red Squirrel,LC,2.31770783,1.199274132,,,,,
4427,,,Sciurus spadiceus,Southern Amazon Red Squirrel,LC,2.31770783,1.199274132,,,,,
4428,,,Spermophilus ralli,Tien Shan Ground Squirrel,LC,2.240740257,1.175801778,,,,,
4429,,,Spermophilus relictus,Tien Shan Ground Squirrel,LC,2.240740257,1.175801778,,,,,
4430,,,Spermophilus erythrogenys,Red-cheeked Ground Squirrel,LC,2.216580209,1.168318748,,,,,
4431,,,Spermophilus pallidicauda,Pallid Ground Squirrel,LC,2.211480746,1.166732122,,,,,
4432,,,Spermophilus brevicauda,Brandt's Ground Squirrel,LC,2.208784915,1.165892334,,,,,
4433,,,Mazama gouazoubira,"Gray Brocket, Brown Brocket",LC,2.14629111,1.146224334,,,,,
,,,,,,8.198232464,,,,,,
,,,Cryptonanus agricolai,Agricola's Gracile Opossum,DD,15.75017881,0,,,,,
,,,Gracilinanus emiliae,"Emilia's Gracile Mouse Opossum, Emilia's Gracile Opossum",DD,15.75017881,0,,,,,
,,,Marmosa andersoni,Anderson's Mouse Opossum,DD,14.94974767,0,,,,,
,,,Marmosa rubra,Red Mouse Opossum,DD,14.57549672,0,,,,,
,,,Marmosa tyleriana,Tyler's Mouse Opossum,DD,14.19867544,0,,,,,
,,,Marmosops cracens,Slim-faced Slender Mouse Opossum,DD,13.64691456,0,,,,,
,,,Marmosops fuscatus,Gray-bellied Slender Mouse Opossum,DD,19.4052257,0,,,,,
,,,Monodelphis iheringi,"Ihering's Short-tailed Opossum, Ihering's Three-striped Opossum",DD,12.29019684,0,,,,,
,,,Monodelphis maraxina,Marajó Short-tailed Opossum,DD,12.91488138,0,,,,,
,,,Monodelphis rubida,"Chestnut-striped Opossum, Chestnut-striped Short-tailed Opossum",DD,15.04341694,0,,,,,
,,,Monodelphis theresa,"Southern Three-striped Opossum, Theresa's Short-tailed Opossum",DD,12.83767114,0,,,,,
,,,Monodelphis unistriata,"Single-striped Opossum, One-striped Opossum, One-striped Short-tailed Opossum",DD,12.32093693,0,,,,,
,,,Thylamys tatei,,DD,12.05414903,0,,,,,
,,,Thylamys venustus,Buff-bellied Fat-tailed Mouse Opossum,DD,12.18197597,0,,,,,
,,,Notoryctes caurinus,"Northern Marsupial Mole, Northwestern Marsupial Mole",DD,31.94452571,0,,,,,
,,,Notoryctes typhlops,"Marsupial Mole, Southern Marsupial Mole",DD,31.94452571,0,,,,,
,,,Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger, Tasmanian Wolf",EX,,0,,,,,
,,,Sminthopsis archeri,Chestnut Dunnart,DD,12.01435263,0,,,,,
